name,phone,address,category,city,country,reason,date_found
Not Just Bagels,+1-516-887-2550,"101 Broadway, Lynbrook, 11563",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
El Paso Taqueria,+1-212-996-1739,"64 East 97th Street, New York, 10029",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
New Hong Kong Restaurant,+1-516-599-7087,"431 Merrick Road, Lynbrook, 11563",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Sabay,+1-718-424-9054,"75-19 Broadway, Elmhurst, 11373",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Tandoori Tibet,+1 917 745 0364,"81-21 41st Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Pho'18 Ave,+1-347-374-6633,"7116 18th Avenue, New York, 11204",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
La Perla Del Ulua,+1-718-366-9407,"354 Melrose Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Sazon Nuñez,+1-347-750-7894,"96 Wyckoff Avenue, Brooklyn, 11237",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Bagel Boys,+1-516-442-0500,"Austin Boulevard, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Tenzan 89,+1 212-369-3600,"1714 2nd Avenue, New York, 10128",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Pat'e Palo,+1-646-918-6242,"251 Dyckman Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Ocean Bay Seafood Restaurant,+1-718-898-1188;+1-718-898-1288,"83-02 Queens Boulevard, Elmhurst, 11373",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
New Choy Hing,+1-718-574-8755,"1201 Bushwick Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Empire Corner 2,+1 212-410-5756,"1415 5th Avenue, New York, 10029",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Chimi Mundo,+1-347-295-3600,"664 Knickerbocker Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Aris Pollos A La Brasa,+1-718-381-9400,"691 Knickerbocker Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Chen Yuan,+1-718-919-2542,"714 Knickerbocker Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Danubius,+1-347-651-9282,"47-57 41st Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Bajeko Sekuwa The Himalayan Grill,+1 347-808-8100,"43-16 Queens Boulevard, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
El Tepeyac Taqueria,+1 212-722-2020,"1505 Lexington Avenue, New York, 10029",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Rosario Pizza,+1-718-455-0949,"374 Central Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Tomo,+1-718-456-3695,"1077 Flushing Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Lucky Bento VIP Cuisine,+1-929-269-6888,"36-29 Main Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Zefe's,+1-718-919-8561,"1224 Myrtle Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Sajhoma #3,+1-718-443-0243,"941 Broadway, New York, 11206",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Faros,+1-718-436-5449,"95 Church Avenue, New York, 11218",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Tulcingo,+1-718-439-2896,"5520 5th Avenue, New York, 11220",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
La Nueva Ambateñita,+1 718-478-2215,"39-24 108th Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Usuluteco #2,+1 718 439 0079,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Bella Donna Pizzeria,+1-718-497-1744,"60-91 54th Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
La Flor De La Canela,+1-516-341-7107,"272 Atlantic Avenue, East Rockaway, 11518",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Mongkhon Thai Cuisine,+1-718-777-1502,"47-16 30th Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Fleur,+1-718-534-0110,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
The Original Espinal Deli 2 Comida Dominicana,+1 929-522-0525,"57-19 Northern Boulevard, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Sum Fung,+1-748-932-0411,"54-01 Northern Boulevard, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Ten-Ichi Ramen,+1-718-369-8809,"382 7th Avenue, New York, 11215",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
A Taberna,+1-516-432-0455,"Austin Boulevard, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
New Chinatown Restaurant,+1 212-987-3500,"1650 3rd Avenue, New York, 10128",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Balkh Shish Kabab House,+1-718-721-5020,"23-10 31st Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Effy's Kitchen,+1 646-930-3021,"1567 Lexington Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Pho Hoai,+1 718-616-1233,"1906 Avenue U, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Lichee Nut,+1-718-522-5565,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Sandwich House,+1-212-566-6886,"17 Ann Street, New York, 10038",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Hao Shi Lai,+1-929-335-7777,"4010 Union Street, Flushing, 11354",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Marcelina's,+1-718-418-9515,"917 Flushing Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Fifth Avenue Diner,+1-718-832-8131,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
LIC Bagel,+1-718-361-9500,"31-08 36th Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Chicken Coop,+1-516-568-2667,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Mia's,+1-516-825-2117,"31 Rockaway Avenue, Valley Stream, 11580",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Sam's Steak & Grill,+1-516-837-0007,"58 Rockaway Avenue, Valley Stream, 11580",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
El Sabroso,+1-212-284-1118,"265 West 37th Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Ben's Pizza,+1-516-837-9300,"413 Rockaway Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Desi Indo-Chinese,+1 917-388-2382,"2036 2nd Avenue, New York, 10029",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Anatolia’s Mediterranean Grill,+1-516-280-5858,"Hempstead Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Peppino's,+1-718-768-7244,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Canale's Italian Take Out,+1-315-701-4323,"7421 Oswego Road, Liverpool, 13090",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Zaytoons,+1-718-230-3200,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Double Delight,+1-718-331-5880,"7802 17th Avenue, New York, 11214",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
El Nuevo Sabor Latino,+1-718-788-9063,"620 4th Avenue, New York, 11215",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Bar Bruno,+1-347-763-0850,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Las Palmeras,+1-516-485-4201,"39 Station Plaza, Hempstead, 11550",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Royal Indian Bar and Grill,+1-607-238-1346,"1101 Bunn Hill Road, Vestal, 13850",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Basha's Lebanese Grill,+1-607-333-9010,"3748 Vestal Parkway East, Vestal, 13850",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
The Original Venice Restaurant,+1-718-585-5164,"772 East 149th Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
La Bari Pizza,+1-718-525-3185,"136-13 Farmers Boulevard, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Craylee's,+1-315-507-4713,"237 Bleecker Street, Utica, 13502",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Supreme Eats Pizza & Pasta Corp,+1-646-455-0303,"1590 Lexington Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
